bno,title,name,cno,allerinfo,cdate,ingredients,content,types,meterials,image
39,맥주와 환상궁합! 백종원 칠리새우 쉽게 만들기,-,-,"새우, 우유, 대두",2018-08-29T19:37:35+09:00,"칵테일 새우 1컵(종이컵),식용유 3T,다진마늘 1T,버터 1T,후추 톡톡,케찹 2T,고추가루 1T,설탕 1T,간장 1T,식초 1T","'먼저 케찹2T,고춧가루1T 설탕1T,간장1T,식초1T를 섞어줍니다.(T:성인 숟가락 기준)', '달궈진 팬에 식용유 3스푼을 둘러준 뒤 마늘 1스푼을 달달달 볶아 마늘기름을 만듭니다.', '마늘 기름에 칵테일 새우를 넣고 볶아 줍니다.', '새우가 어느 정도 볶아지면 이제 미리 만들어 놓은 양념을 다 넣고 골고루 볶아 줍니다!백주부님은 물을 조금 넣으라고 하셨는데 냉동된 칠리새우라 그런지 물기가 많이 생겨 따로 물을 넣진 않았어요', '버터 1스푼을 넣고 다시한번 골고루 볶아준뒤 후추 조금 뿌려주면 완성입니다!', '맥주와 환상궁합 백종원 칠리새우 완성입니다. 한입 먹어보니 감칠맛이 확 돌면서 참 맛있어요!맥주안주는 말할것도 없고 반찬으로도 참 좋아요!'",밑반찬,해물류,"'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/04859f68ed96d9327c40e8231b5dcb911.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/2ab0406fca5415f9d84120050981a6161.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/e219232015586e3122aec530cb144c9a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/235d32349257c5df7732659744707f0f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/da17dcb06b8da255adec64a70425a9831.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/bdd2864f92db08b9356a367eacd72b2d1.jpg'"
40,와인조리법 생소한 와인! 이제 어렵지않아요 : ) ,-,-,,2019-01-25T10:42:52+09:00,"화이트와인,레드와인","'생선요리에는 화이트와인, 육류요리에는 레드와인을 많이 사용한다.', '화이트와인의 산미가 생선, 해산물의 맛과 조화되고, 레드와인의 탄닌성분이 육류요리의 기름기와 짙은 맛을 잘 조절해 주기 때문이다.', '생선요리라 하더라도 양념이 많은 요리에는 레드와인, 육류요리라 하더라도 닭고기, 돼지고기처럼 살의 흰 요리에는 화이트와인이 어울린다.'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/25/0dc3e3cc050118f01f1f7a6da38524131.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/25/086fb9cf2f2bcafeb254031f0addea711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/25/e0483695edf9434700879aeeeaaa55c01.jpg'"
41,예쁘고 간단한 모히또 만들기 / 무알콜 모히또,-,-,,2017-06-15T15:00:08+09:00,"라임 50g (1/2개),메이플시럽 6g(1T),얼음,애플민트 7~8장,탄산수 1컵","'굵은 소금과 베이킹소다로 라임표면을 깨끗하게 닦아주세요.', '깨끗하게 닦은 라임을 썰어줍니다.', '컵에 썰어둔 라임과 애플민트를 넣고 콩콩 찧어주세요.', '메이플 시럽 1T을 넣어줍니다.', '얼음을 넣고 탄산수를 부어줍니다.', '라임과 애플민트로 데코한 뒤 한번 섞어주면 끝!'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/a32615be4dfca62f2b6b5183db5bcd061.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/8f94520a3d9291bf9fa7c86ad8cf55f11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/58c9ddca0b36d27e9a4c20f1266eca551.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/4a7c8b98e9c6cb73f73fb24cca60bf211.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/13f7217dc37baa90093d1cb611c36e811.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/df6848a7c596aac7999b0b1f3a25a0361.jpg'"
42,샹그리아 만들기,-,-,,2012-12-25T16:52:50+09:00,"레드와인 1컵,사이다 2컵,오렌지주스 1컵,사과 1/4개,레몬 2개,키위 1개,설탕 1숟갈","'과일은 아무거나 이용해도 됩니다. 사과는 껍질째 얄팍하게 썰어 준비합니다.', '키위는 껍질을 벗겨 역시 얄팍하게 썰어줍니다.', '레몬도 역시 껍질채 깨끗이 씻어 얄팍하게 썰어주세요.', '적당한 용기나 병에 준비한 과일을 모두 담아줍니다.', '설탕을 솔솔 뿌려 설탕이 녹을때까지 잠시 둡니다.', '설탕이 대충 녹아들면 오렌지주스를 먼저 부어줍니다.', '레드와인도 넣어줍니다.', '이대로 뚜껑을 덮어 반나절에서 하루정도 냉장실에 두었다 드심 더욱 맛있습니다.', '먹기직전 사이다를 넣어주고 얼음을 듬뿍 넣어내면 완성입니다.', '샹그리아 완성.'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/d5606adde342f0922662e7460e1c568c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/97f345fb12e13728f84aace2869e898c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/3268300ea56c59fe0e2d4e686c41acd21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/a3f28be4200b890bef01e38f9a9d104f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/434bd024ab8f4d6b41e1aa267fa3af6b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/8d279d4661706e40cd01ce687cc7f7d91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/6e44fc74ae8fd0f4966fcc9eb245b9331.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/5061923d37017081c1cdfddf96c774441.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/6843d146f4b9e24f88ea77d90e3fc48d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/29/e030ec70dc387bfaf49716f887cb07ad1.jpg'"
43,레몬 드랍 마티니,-,-,,2016-01-06T13:27:34+09:00,"퓨리어 1g,레몬,보드카,얼음,메이플시럽or아가베시럽,설탕","'먼저 레몬 칵테일의 주 재료인 레몬을 세척하기 위해 퓨리어 1g을 물 1L에 풀어주세요.', '퓨리어를 푼 물에 레몬을 3분간 담가 세척해줍니다. 물 위에 뜬 유막은 잔류농약, 유해세균이 제거된 찌꺼기랍니다. 이렇게 세척한 레몬은 레몬즙을 짜줍니다.', '칵테일잔 둘레에 레몬즙을 바르고 넓은 잔 둘레에 설탕이 묻도록 합니다.', '칵테일 쉐이커에 레몬즙, 아가베시럽, 얼음, 보드카를 넣고 흔들어주고 잔에 따라주면..', '분위기 있는 레몬 드랍 마티니 완성!'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/06/4599152239f2cca9215dc8a07b8ab5331.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/06/914df08ea8a68d99a57b65d608b70b5b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/06/a23d820f129c6e1e8293c927b44b69611.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/06/ca88a721247a21701ce9e230219ab9661.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/06/ff1d9d64b8147504558d02f4fc14f1d81.jpg'"
44,티라미수 같은 미니 모카 케이크(+크림치즈) 만들기｜효썸,-,-,"우유, 달걀",2019-11-05T20:44:50+09:00,"무염버터 60g,크림치즈 40g,설탕 80g,달걀 2개,인스턴트커피 4g,뜨거운 물 1tsp,박력분 80g,베이킹파우더 2g,크림치즈 80g,초코칩 적당히","'볼에 말랑한 버터와 크림치즈를 넣고 부드럽게 풀어준 다음 설탕을 넣고 충분히 섞어주세요.', '푼 달걀을 조금씩 넣어가며 잘 섞어주세요.', '인스턴트커피는 뜨거운 물에 잘 녹여서 넣어주세요.', '박력분과 베이킹파우더는 체에 내려서 넣고 가루가 보이지 않을 정도만 섞어주세요.', '반죽을 1T씩 틀에 넣고, 크림치즈는 10g씩 넣어주세요.', '다시 반죽을 1T씩 넣고 바닥에 가볍게 몇 번 떨어뜨려 평평하게 정리해주세요. 그런 다음 초코칩을 적당히 뿌려주세요.', '170℃로 예열한 오븐에 20~25분간 구워주세요.'",디저트,밀가루,"'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/0f84eebef00466e31c279dba973fcd081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/c6b1ea1b2a5c195e33aa6ee7bfda5d8b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/67092dd799273172d0d6d74c87e465a91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/4f4ba49541f468734cbbd3ba1a315e7d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/41c7cfc9dab43a1b3617b8f0f6dd28131.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/53d89d86a42b0fd7e16248abdcfedea11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/05/a3f7fd23b7df6bd9cab920ae005405221.jpg'"
45,가토 드 마망과 다크 아메리카노,-,-,"밀, 우유, 달걀, 아몬드",2014-06-23T18:40:00+09:00,"박력분 250 g,버터 250 g,설탕 280 g,달걀 4 개,사과 2 개,시나몬파우더 2 작은술,물 50 ㎖,가염버터 50 g,아몬드 1 줌,피스타치오 1 줌,다크에스프레소 1 컵,산딸기 4 개,딸기 1 개,물 50 ㎖,설탕 100 g","'사과는 껍질을 벗겨 6등분으로 자른 뒤 팬에 가염버터 50g을 녹여 조린다.이 때 시나몬 파우더 2t를 넣는다.', '버터 250g은 중탕으로 녹인다. 볼에 박력분 250g, 설탕 250g, 달걀 4개를 넣고 잘 섞은 뒤 아몬드와 피스타치오를 넣고 함께 반죽한 뒤 녹인 버터와 조린 사과를 넣고 섞어 반죽을 완성한다.', '틀에 버터를 바르고 반죽을 부어 170ºC로 예열한 오븐에 25분 간 굽는다. 이쑤시개로 찔렀을 때 반죽이 묻어나지 않으면 다 익은 것이다.', '딸기는 깍둑썰기를 하고 산딸기는 이등분한다. 냄비에 물 50ml, 설탕 100g, 딸기, 산딸기를 넣고 조려 콤포트를 만들어 가토 드 마망에 곁들인다.', '다크 에스프레소를 내려 가토 드 마망과 함께 페어링 하여 서브한다.'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/c068cefc05ae1eddbdbe4df5013714d2.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/cb8f3a028daf137cbba6908c51a827cc.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/8f6ff5a0f2ff66c0f0591cd2ac5aeb26.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/1f7932d627ee0a41650dfcada0bc08ad.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/06/83e31dcb5270a69362e22a6c11e08525.jpg'"
46,아이스 카푸치노 by 홈까페,-,-,우유,2015-08-06T11:45:15+09:00,"에스프레소 1샷,우유,시나몬가루","'필요한 재료를 소개해 볼께요~ 에스프레소 내일 원두가루와 프렌치프레스(차우려먹는기계), 우유 준비했습니다', '커피머신으로 에스프레소 한잔을 추출하고 다른잔엔 시원한 우유와 얼음을 담아놓았어요', '우유가 담긴 잔에 에스프레소를 부어줍니다', '이제 위에 올릴 우유거품 만들기 프렌치프레스안에 적당량의 우유를 넣고 꼭지부분을 잡고 위아래~ 위아래~ 왔다갔다 몇번하고 나면 아주 고운 우유거품이 생성됩니다', '우유와 에스프레소를 섞어두었던 컵에 고운우유거품을 올려줍니다', '거품이 아주 곱고 이쁘지요?', '뿌려주지 않아도 무난하지만 시나몬가루를 뿌려주면 아이스카푸치노 완성입니다'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/be4f61747cb10270ad988b13fb5d09b31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/f71c98d0ea94eb1576d62102723e4e1c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/38cc73a9e3d0861910c468a77e291c1d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/b1d37689906ebc8d36ca32fefb3fc3a91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/2a702a64e6ddbc1a229739fee3e14c081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/dd17c6278c4cd5e1a651920058670c0c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/06/0b3fd31806217df918741f4d83238b321.jpg'"
47,캡슐머신 사용해 에스프레소 만들기??ㅣ Espresso recipe ㅣ 홈카페 레시피,-,-,,2023-02-10T22:13:33+09:00,"황설탕 1티스푼,에스프레소 캡슐 1개","'에스프레소 잔과 티스푼을 준비해주세요', '에스프레소 잔에 황설탕 1티스푼 넣어주세요', '캡슐 커피머신 예열 후 캡슐을 넣어주세요', '캡슐 머신에 에스프레소 잔을 두고 추출합니다', '잔을 접시에 옮겨 티스푼을 사용해 섞어줍니다', '황설탕 넣어 만든 고급 에스프레소 완성!'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2023/02/10/72083361b187bd55cc6ad7bbbad225c51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/02/10/a93af2882da2fb151d935122a1761b741.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/02/10/833bcef494f86bfb579d1c471aa74d481.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/02/10/ab32b3968f63064253682a2104d2384b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/02/10/9cbc35b9a3822011a32f6b0ad60b21081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/02/10/b3f3dcc52a05eb60aef2210b19ebc8d51.jpg'"
48,집에서 아이스티 만들기,-,-,,2016-07-28T12:19:30+09:00,"뜨거운 물 1L,대홍포 2~3큰술,라임즙 4큰술,라임 슬라이스 1/2개,애플민트 1줌,시럽(취향에 따라) 약간,얼음 적당량","'뜨거운 물에 대홍포를 우려 주었습니다. 녹차가 있으시면 녹차를 사용하셔도 됩니다', '라임은 요즘 우리나라 마트에서도 쉽게 구하실 수 있습니다. 특히 여름철에는 쉽게 구할 수 있습니다. 라임즙을 내 주시고 나머지는 슬라이스 해 주었습니다.', '애플민트는 화분에 키우는 것.. 몽땅 잘랐습니다. 그리고 시럽은 취향에 맞게 넣으세요. 갈증 해소용으로는 그냥 드시고.. 달달하면서 맛있는 것을 원하시면 시럽 넣어 드세요. 근데.. 집에 시럽이 없는 분들이 꽤 있으신 것 같더라구요. 저도 없어서.. 그냥 청정원 올리고당을 이용했습니다. 설탕은 찬물에 안 녹기 때문에 이럴 땐 올리고당을 이용하면 좋습니다.', '애플 민트는 방망이 등으로 짓이겨 주세요. 그냥 넣으면 향이 우러나지 않아요', '라임즙과 우린 대홍포차입니다. 붉은색이 나서 대홍포라는 이름이 붙은 것 같네요. 차색이 붉고... 홍차와는 사뭇 다른... 부드러우면서 깔끔한 맛이 나는 차이네요.', '얼음을 담은 컵에 라임 슬라이스, 애플민트를 넣고..', '라임즙과 대홍포차를 넣고 시럽 또는 올리고당을 넣고 섞어 드시면 됩니다.'",차/음료/술,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/804aa0f3c53f41725debe3f6360922b01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/aa056b323012641cc0b3afa385ab708d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/51bbf03196688f12fdf66933511c0a4f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/01cb12616ad6cbfa4ce9f8abb3eefcef1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/f945b34c7d61ab0e462cd7bda1e0e7c11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/39ace054b1aaedc2cc96c0e0a83f68e91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/eef8ecd1d93d3890f2749c5e046c9d3f1.jpg'"
49,상큼 시원한 레몬에이드,-,-,,2015-06-17T22:33:14+09:00,"레몬 1개,탄산음료 250ml,애플민트,얼음 약간,올리고당 1큰술","'레몬은 즙을 내줍니다.', '레몬즙은 유리잔에 부어주세요.', '\u200b 올리고당을 넣어 고루 잘 섞어 줍니다.', '그리고 탄산 음료를 부어 한번 휘~ 저어주면 끝이랍니다. 기호에 따라서 애플민트, 레몬조각, 얼음을 넣어주셔도 좋아요~'",차/음료/술,과일류,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/aa5876aa8c0d55b62a0bf1b39463874f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/fc0c8f3c26aee4d460780116023b3c081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/2846eeec3fe7878ff518c2d259a369991.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/63d4d537eacba6087a76830c225f0ae61.jpg'"
50,과육이 살아있는 오렌지주스 만들기,-,-,,2023-03-25T21:50:33+09:00,"오렌지 1개,꿀 1작은술,에리스리톨 1/2큰술,물 100ml,얼음 3개","'오렌지 1개의 껍질을 까서 과육만 준비해 준다. 과육을 낱개로 잘라서 모두 믹서기에 넣어준다.', '꿀 1 작은 술(찻숟가락 기준으로)을 넣어준다.', '에리스리톨 반 큰술을 넣는다. 물 100ml, 얼음 3개 넣고 1분 갈아준다.', '주스를 컵에 담아주면 완성된다.'",차/음료/술,과일류,"'https://recipe1.ezmember.co.kr/cache/recipe/2023/03/24/6c81520ef4613116fdb9a2af47af65381.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/03/24/fcceec71827a9ccd4d00192e89f64ab21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/03/24/0872dc8bc4defe3a2918287cde36b9cd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2023/03/24/5d19b1758ce50d4f6dc31f7ccde9b8191.jpg'"
51,시원한 바나나스무디,-,-,우유,2015-06-25T00:00:59+09:00,"바나나,우유,요구르트,얼음,시럽 or 꿀","'믹서에 바나나와 우유을 넣어주세요.', '요구르트, 꿀을 넣어주세요', '요렇게 믹서 넣고 윙~', '얼음 넣는것을 깜박했네요. 다시 뚜껑열고 얼음 넣고 윙~갈아주면 완성입니다.'",차/음료/술,과일류,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/dc5bd6f1be20cf7d5775ab8803d7edb21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/bc675ad26c3ad7af917ffa95dafbfd931.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/42ebd733a8963763f0c0fdd9bcb1facc1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/296411958c3bff2b95dc976b533e5a061.jpg'"
52,딸기스무디,-,-,,2015-05-16T12:00:36+09:00,"딸기 15개,플레인요구르트 2개,꿀 20g","'준비된 재료를 블랜더(믹서기)에 넣고 딸기가 덩어리지지 않을정도로 갈아줍니다. .', '적당한 양을 컵에 담아 줍니다.', '남는 딸기로 예쁘게 장식하시면 완성'",차/음료/술,과일류,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/d79cb65b176ac65504a630acccfd2a961.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/8f607f34849abcbd84d2010628da95b41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/2685c4341c05a41cb9249a6d3360fb911.jpg'"
53,바닐라 아이스크림 만들기,-,-,"우유, 달걀",2022-07-06T20:03:40+09:00,"우유 75g,연유 60g,노른자 2개,생크림 90g,바닐라익스트랙 2g","'먼저 노른자2개에 생크림90g넣고 완전히 풀리도록 휘퍼로 섞어주세요', '연유60g, 우유75g, 바닐라 익스트랙 2g도 넣고 완전히 섞이도록 휘퍼로 저어주세요  *연유 자체가 달아서 설탕을 넣지 않았는데 원하시면 설탕을 더 첨가하셔도 돼요', '뚜껑있는 플라스틱 용기에 부어주세요', '뚜껑닫아서 냉동고에 하루동안 얼려주세요', '머그컵 하나에 꽉찰 정도의 양이에요. 맛있어요 !'",디저트,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2022/07/06/1c02d2396b5bc790bf4feefa78644d721.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2022/07/06/839577a7ed2c48baad3449b287872a161.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2022/07/06/e00950f409300835389bdfb828917e251.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2022/07/05/bd0b648c6a16eaa0740e50d54965b9c11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2022/07/05/977c756b90b7956cbcd3c1c64df482121.jpg'"
